"ID","np","place","feature","type","is_natural","indig_or_wstrn","is_oipn","for_apeople","is_transl","class","erasure","problem","derog"
1129,"Glacier","Miche Wabun Glacier","Glacier","Indigenous reference","Natural","Indigenous","yes","no",NA,"Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1130,"Glacier","Middle Fork Flathead River","River","Indigenous reference","Natural","Western","translation of oIPN","yes","Translation","People","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1131,"Glacier","Middle Quartz Lake","Lake","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Object","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1132,"Glacier","Mineral Creek","River","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1133,"Glacier","Moccasin Creek","River","Indigenous reference","Natural","Indigenous","unclear","no",NA,"Object","No information","Western use of Indigenous name","No info - not likely, no evidence"
1134,"Glacier","Mokowanis Lake","Lake","Indigenous reference","Natural","Indigenous","yes","no",NA,"Animal","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1135,"Glacier","Mokowanis River","River","Indigenous reference","Natural","Indigenous","yes","no",NA,"Animal","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1136,"Glacier","Morning Star Lake","River","Indigenous reference","Natural","Western","NA - WPN","NA - WPN",NA,"Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1137,"Glacier","Mount Brown","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1138,"Glacier","Mount Carter","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1139,"Glacier","Mount Cleveland","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Named after person who supported racist ideas (but non-violent, not in power)","No info - not likely, no evidence"
1140,"Glacier","Mount Custer","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence"
1141,"Glacier","Mount Despair","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Act","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1142,"Glacier","Mount Geduhn","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1143,"Glacier","Mount Logan","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence"
1144,"Glacier","Mount Phillips","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1145,"Glacier","Mount Rockwell","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1146,"Glacier","Mount Siyeh","Mountain","Person","Natural","Indigenous","unclear","yes",NA,"Person","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence"
1147,"Glacier","Mount St. Nicholas","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1148,"Glacier","Mount Stimson","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence"
1149,"Glacier","Mount Thompson","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1150,"Glacier","Mount Vaught","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1151,"Glacier","Mt. Gould","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1152,"Glacier","Mt. Jackson","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Other - truly does not fit any other classes","No info - not likely, no evidence"
1153,"Glacier","Mt. Oberlin","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Place","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1154,"Glacier","Muir Creek","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1155,"Glacier","Napi Point","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","yes","no",NA,"Person","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1156,"Glacier","No Name Lake","Lake","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No information - cannot find explanation","No info - not likely, no evidence"
1157,"Glacier","North Fork","River","Shape","Natural","Western","NA - WPN","NA - WPN","No","Object","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1158,"Glacier","North Fork Belly River","River","Indigenous reference","Natural","Western","translation of oIPN","NA - WPN","Translation","Animal","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1159,"Glacier","North Fork Cut Bank Creek","River","Indigenous reference","Natural","Western","translation of oIPN","NA - WPN","Translation","Other","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1160,"Glacier","North Fork Flathead River","River","Indigenous reference","Natural","Western","translation of oIPN","yes","Translation","People","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1161,"Glacier","Numa Ridge","Mountain","Indigenous reference","Natural","Indigenous","unclear","yes",NA,"Person","No information","Western use of Indigenous name","No info - not likely, no evidence"
1162,"Glacier","Nyack Creek","River","Indigenous reference","Natural","Indigenous","no","no",NA,"Object","Yes - know IPN","Western use of Indigenous name","No info - not likely, no evidence"
1163,"Glacier","Old Sun Glacier","Glacier","Indigenous reference","Natural","Western","translation of oIPN","NA - WPN","Translation","Object","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1164,"Glacier","Oldman Lake","Lake","Indigenous reference","Natural","Western","translation of oIPN","yes","Translation","Person","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1165,"Glacier","Ole Creek","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1166,"Glacier","Olson Creek","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1167,"Glacier","Otokomi Lake","Lake","Indigenous reference","Natural","Indigenous","unclear","yes",NA,"Person","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence"
1168,"Glacier","Ousel Creek","River","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1169,"Glacier","Packers Roost","Point of Interest or geologic formation","Other","Human-constructed","Western","NA - WPN","NA - WPN","No","Act","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1170,"Glacier","Park Creek","River","Other","Natural","Western","NA - WPN","NA - WPN","No","Object","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1171,"Glacier","Piegan Pass","Mountain","Indigenous reference","Natural","Indigenous","unclear","yes",NA,"People","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence"
1172,"Glacier","Pinchot Creek","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Named after person who supported racist ideas (but non-violent, not in power)","No info - not likely, no evidence"
1173,"Glacier","Pitamakan Lake","Lake","Indigenous reference","Natural","Indigenous","yes","yes",NA,"Person","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1174,"Glacier","Pitamakan Pass","Mountain","Indigenous reference","Natural","Indigenous","yes","yes",NA,"Person","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1175,"Glacier","Poia Lake","Lake","Indigenous reference","Natural","Indigenous","yes","yes",NA,"Person","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1176,"Glacier","Porcupine Ridge","Mountain","Animal","Natural","Western","translation of oIPN","NA - WPN","Translation","Animal","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1177,"Glacier","Ptarmigan Falls","Waterfall","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1178,"Glacier","Ptarmigan Tunnel","Infrastructure","Animal","Human-constructed","Western","NA - WPN","NA - WPN","No","Animal","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1179,"Glacier","Pumpelly Glacier","Glacier","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1180,"Glacier","Pumpelly Pillar","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1181,"Glacier","Quartz Creek","River","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Object","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1182,"Glacier","Quartz Lake","Lake","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Object","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1183,"Glacier","Rainbow Falls","Waterfall","Other","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1184,"Glacier","Rainbow Glacier","Glacier","Other","Natural","Western","NA - WPN","NA - WPN","No","Object","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1185,"Glacier","Red Eagle Creek","River","Indigenous reference","Natural","Western","translation of oIPN","no","Translation","Person","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1186,"Glacier","Red Eagle Lake","Lake","Indigenous reference","Natural","Western","translation of oIPN","no","Translation","Person","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1187,"Glacier","Redgap Pass","Mountain","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1188,"Glacier","Redrock Falls","Waterfall","Mineral","Natural","Western","NA - WPN","NA - WPN","No","Object","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1189,"Glacier","Reynolds Mountain","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1190,"Glacier","Rising Wolf Mountain","Mountain","Indigenous reference","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1191,"Glacier","Rogers Lake","Lake","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1192,"Glacier","Rose Creek","River","Indigenous reference","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1193,"Glacier","Round Prairie","Meadow/Field","Other","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1194,"Glacier","Ruger Lake","Lake","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","Named for person who directly or used power to perpetrate violence against a group","No info - not likely, no evidence"
1195,"Glacier","Running Eagle Falls","Waterfall","Person","Natural","Western","translation of oIPN","no","Translation","Person","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1196,"Glacier","Running Eagle Falls Nature Trail","Trail","Person","Human-constructed","Western","NA - WPN","NA - WPN","Translation","Person","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1197,"Glacier","Saint Mary Lake","Lake","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1198,"Glacier","Saint Mary River","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1199,"Glacier","Saint Mary Visitor Center","Visitor Center","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1200,"Glacier","Scalplock Mountain","Mountain","Other","Natural","Western","NA - WPN","NA - WPN","No","Object","Yes - know IPN","Name itself promotes racist ideas and/or violence against a group","No info - not likely, no evidence"
1201,"Glacier","Sheep Mountain","Mountain","Animal","Natural","Western","NA - WPN","NA - WPN","No","Animal","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1202,"Glacier","Sinopah Mountain","Mountain","Indigenous reference","Natural","Indigenous","no","yes",NA,"Person","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence"
1203,"Glacier","Siyeh Bend","River","Indigenous reference","Natural","Indigenous","unclear","yes",NA,"Animal","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence"
1204,"Glacier","Slide Lake","Lake","Other","Natural","Western","NA - WPN","NA - WPN","No","Act","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1205,"Glacier","Snowslip Mountain","Mountain","Other","Natural","Western","NA - WPN","NA - WPN","No","Act","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1206,"Glacier","Snyder Creek","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1207,"Glacier","Snyder Lakes","Lake","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1208,"Glacier","Snyder Ridge","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1209,"Glacier","Sperry Chalet","Infrastructure","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1210,"Glacier","Sperry Glacier","Glacier","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1211,"Glacier","Sprague Creek","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No information - cannot find explanation","No info - not likely, no evidence"
1212,"Glacier","St. Mary","Visitor Center","Person","Human-constructed","Western","NA - WPN","NA - WPN","No","Person","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1213,"Glacier","St. Mary Falls","Waterfall","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1214,"Glacier","Stanton Mountain","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1215,"Glacier","Stoney Indian Lake","River","Indigenous reference","Natural","Indigenous","no","no",NA,"People","Potentially - probably had IPN","Name itself promotes racist ideas and/or violence against a group","Potentially - no evidence but justification of potential to feel like a swear word"
1216,"Glacier","Stoney Indian Pass","Mountain","Indigenous reference","Natural","Indigenous","no","no",NA,"People","Potentially - probably had IPN","Name itself promotes racist ideas and/or violence against a group","Potentially - no evidence but justification of potential to feel like a swear word"
1217,"Glacier","Sue Lake","Lake","Unknown","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No information - cannot find explanation","No info - not likely, no evidence"
1218,"Glacier","Summit Mountain","Mountain","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Object","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1219,"Glacier","Sun Point Nature Trail","Trail","Other","Human-constructed","Western","NA - WPN","NA - WPN","No","Object","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1220,"Glacier","Sunrift Gorge","Point of Interest or geologic formation","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1221,"Glacier","Surprise Pass","Mountain","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1222,"Glacier","Swifitcurrent Nature Trail","Trail","Indigenous reference","Human-constructed","Western","NA - WPN","NA - WPN","Translation","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1223,"Glacier","Swiftcurrent Lake","Lake","Indigenous reference","Natural","Western","translation of oIPN","NA - WPN","Translation","Other","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1224,"Glacier","Swiftcurrent Pass","Mountain","Indigenous reference","Natural","Western","translation of oIPN","NA - WPN","Translation","Other","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1225,"Glacier","Swiftcurrent Ridge Lake","Lake","Indigenous reference","Natural","Western","translation of oIPN","NA - WPN","Translation","Other","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1226,"Glacier","The Loop","Trail","Shape","Human-constructed","Western","NA - WPN","NA - WPN","No","Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1227,"Glacier","Thompson Creek","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","Colonialism - non-violent person but gained from Indigenous removal","No info - not likely, no evidence"
1228,"Glacier","Thunderbird Glacier","Glacier","Indigenous reference","Natural","Western","NA - WPN","NA - WPN","No","Animal","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1229,"Glacier","Thunderbird Mountain","Mountain","Indigenous reference","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1230,"Glacier","Trail of Cedars Nature Trail","Trail","Plant","Human-constructed","Western","NA - WPN","NA - WPN","No","Plant","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1231,"Glacier","Triple Arches","Point of Interest or geologic formation","Shape","Human-constructed","Western","NA - WPN","NA - WPN","No","Object","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1232,"Glacier","Triple Divide Pass","Mountain","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Place","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1233,"Glacier","Triple Divide Peak","Mountain","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Place","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1234,"Glacier","Trout Lake","Lake","Natural feature","Natural","Western","translation of oIPN","NA - WPN","No","Animal","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1235,"Glacier","Twin Falls","Waterfall","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1236,"Glacier","Two Medicine Entrance","Visitor Center","Indigenous reference","Human-constructed","Western","NA - WPN","NA - WPN","Translation","Place","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1237,"Glacier","Two Medicine Lake","Lake","Indigenous reference","Natural","Western","translation of oIPN","NA - WPN","Translation","Place","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1238,"Glacier","Two Medicine Pass","Mountain","Indigenous reference","Natural","Western","translation of oIPN","NA - WPN","Translation","Place","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1239,"Glacier","Upper Kintla Lake","Lake","Indigenous reference","Natural","Indigenous","yes","no",NA,"Object","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1240,"Glacier","Upper Two Medicine Lake","Lake","Indigenous reference","Natural","Western","translation of oIPN","NA - WPN","Translation","Place","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1241,"Glacier","Upper Waterton Lake","Lake","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1242,"Glacier","Valentine Creek","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1243,"Glacier","Virginia Falls","Waterfall","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No information - cannot find explanation","No info - not likely, no evidence"
1244,"Glacier","Vulture Glacier","Glacier","Person","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1245,"Glacier","Vulture Peak","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Animal","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1246,"Glacier","Walton Mountain","Mountain","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Yes - know IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1247,"Glacier","Waterton River","River","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1248,"Glacier","Weasel Collar Glacier","Glacier","Unknown","Natural","Western","translation of oIPN","NA - WPN","Translation","Animal","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1249,"Glacier","Weeping Wall","Point of Interest or geologic formation","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1250,"Glacier","West Entrance Park Headquarters","Village","Other","Human-constructed","Western","NA - WPN","NA - WPN","No","Place","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1251,"Glacier","Whitecrow Glacier","Glacier","Mythology","Natural","Western","translation of oIPN","yes","Translation","Animal","Translation of orignal IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1252,"Glacier","Winona Lake","Lake","Indigenous reference","Natural","Indigenous","yes","no",NA,"Other","Not erasure - evidence it is an original IPN | settler-built WPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1253,"Grand Canyon","Andrus Canyon","Point of Interest or geologic formation","Person","Natural","Western","NA - WPN","NA - WPN","No","Person","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1254,"Grand Canyon","Apache Point","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","no","yes",NA,"People","Not erasure - evidence it is an original IPN | settler-built WPN","Western use of Indigenous name","No info - not likely, no evidence"
1255,"Grand Canyon","Atoko Point","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","unclear","no",NA,"Animal","No information","Western use of Indigenous name","No info - not likely, no evidence"
1256,"Grand Canyon","Aztec Amphitheater","Point of Interest or geologic formation","Indigenous reference","Natural","Indigenous","no","no",NA,"People","Potentially - probably had IPN","Western use of Indigenous name","No info - not likely, no evidence"
1257,"Grand Canyon","Bright Angel Canyon","Point of Interest or geologic formation","Mythology","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1258,"Grand Canyon","Bright Angel Creek","River","Mythology","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1259,"Grand Canyon","Bright Angel Point","Point of Interest or geologic formation","Mythology","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1260,"Grand Canyon","Burnt Springs Canyon","Point of Interest or geologic formation","Natural feature","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1261,"Grand Canyon","Cape Royal","Point of Interest or geologic formation","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
1262,"Grand Canyon","Cape Solitude","Point of Interest or geologic formation","Other Western reference","Natural","Western","NA - WPN","NA - WPN","No","Other","Potentially - probably had IPN","No - IPN, western built w/ WPN, or erasure as only problem","No info - not likely, no evidence"
